RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021
38474,3834,Fairhaven,City,MA,MA,Providence-Warwick,Bristol County,125694,125335,124967,124379,123927,123831,123941,124355,124625,125012,125541,126005,125858,125642,125688,126186,126863,127366,127944,127972,128067,127849,127542,127646,128893,130504,132012,132641,132504,132053,131245,131352,131913,133196,134368,135303,135748,136128,136671,138211,140811,143360,145903,147163,148582,149470,151032,152261,153868,155507,157154,157683,157110,156885,156826,157841,158333,159270,159881,161277,162624,164026,165172,166746,168709,170573,172761,174818,176717,178723,181368,184078,186804,189126,192020,195154,197996,200716,203175,206117,209904,212761,214713,216222,218731,222255,225374,227992,231545,235965,241409,246673,251678,257650,263581,269159,272666,275963,279785,284028,287876,290875,293432,295658,297819,299011,300116,301576,303873,306584,308523,311169,312869,315045,315930,316862,318052,320323,322684,323966,324801,324574,324157,322996,321839,320275,318912,317093,314984,311723,309328,307704,307629,307019,307323,306570,307370,306965,306592,305400,303986,304121,303349,302883,300774,299040,296497,294220,290865,288419,286061,284265,282028,278873,275638,272240,268755,265603,262593,259968,257357,255165,253882,253593,253557,253314,253876,253967,254787,255157,256093,257211,257896,258166,257610,256465,255076,253151,250882,249008,247124,245428,243184,241025,239412,238678,237761,235922,234644,234821,235055,234018,231793,229005,227219,226905,228026,227800,227162,227453,227797,227340,226494,228118,231781,236779,240175,240838,239695,239348,240207,241774,242995,244622,245898,246297,245306,244496,244252,245732,246655,247761,248628,249137,249745,249465,249359,249081,249788,249609,250486,249216,249646,248500,248404,247664,247808,249279,251334,253157,253103,253119,252067,253666,254941,258048,259666,262441,264230,265562,265700,265510,267798,270513,273354,275240,276974,278882,279979,279578,279860,280985,284470,288355,290415,291806,293680,295781,297907,299680,303184,306726,308740,308876,308091,308410,309509,309883,310333,311392,312489,312982,312287,311837,311667,312200,313484,313686,313554,316386,319467,321763,323890,327127,332202,336560,341591,347062,352121,357669,363716,368045,372341,377364,382869
31525,497,Fall River,City,MA,MA,Providence-Warwick,Bristol County,130649,130093,129845,129062,128376,127506,127013,127060,127021,127343,127352,127547,126904,126451,125720,125650,125386,125745,125731,125380,125426,125048,125095,124812,125700,126744,128050,128884,129856,130321,130663,130759,130644,130922,131332,132115,132838,133520,134199,134831,135980,137232,138800,139793,140735,141012,141621,142327,143572,144580,145516,146152,145545,145161,144856,146040,147221,149052,150796,152439,153488,154648,155819,157257,159413,161518,163519,164828,166046,167317,168886,171059,173599,175767,177866,179931,182517,185182,188127,190827,193890,196850,199861,202334,204878,208144,212014,215720,218562,221643,224587,228688,232574,236592,239860,242873,245509,248222,250577,253549,257444,261550,265961,269486,272813,275317,277564,280086,282447,284837,286918,289017,289903,290325,290309,290809,291985,293554,295169,295994,296852,297605,298408,298768,298837,298687,297830,296417,294530,292578,291443,290442,290165,288435,286889,284629,283741,282507,282252,281241,279671,278188,276015,274130,270601,267472,264464,262507,260578,258072,254744,251425,248945,246062,243236,240211,238126,237351,236421,234477,231593,229604,228409,227832,226955,226979,227630,228261,228637,227649,226655,226193,225835,225252,224121,222989,221950,220291,218405,216636,214994,213560,212060,210907,210065,209833,209597,209853,209511,209838,209426,208739,207255,205702,204649,204508,204986,204634,203887,202670,202543,201511,200894,200982,202758,205369,206954,206860,206178,206279,206964,207647,207708,208914,210649,212188,212673,212877,213654,215012,216012,216805,217836,218652,219528,219369,218525,217869,218308,219161,220795,221243,222274,222106,222196,222388,222799,223972,225715,227424,227546,227120,225763,226054,226071,227262,228386,230534,232611,234285,235123,235363,237002,238679,240429,241839,243703,246384,247581,247697,247372,247644,248977,250986,252303,253996,255659,257498,259076,259989,262534,264426,266242,266938,267382,268089,268879,268922,270066,271222,272627,273082,272705,272473,272142,272522,273790,274628,275521,277481,279265,280781,282477,285204,289029,293180,297888,302854,307408,312475,318047,323564,329219,335732,342642
21801,5554,Freetown,City,MA,MA,Providence-Warwick,Bristol County,176811,176334,176583,176545,176616,176393,176225,176051,175675,175818,176426,177212,176757,176563,175701,176001,175725,176081,177221,178931,180927,181278,181098,181061,182845,184777,186643,187211,188844,190241,190063,189229,188611,190425,192030,193096,194241,195828,198279,200626,202735,204914,207803,210428,213074,214286,216319,218627,220893,222762,224228,226041,226525,226284,226161,226986,228492,230432,232393,234819,236968,239590,242096,244504,247696,251253,254916,258636,261672,265134,268582,271825,276323,279564,282803,286267,291113,298141,305626,312494,318912,324289,329870,335420,340510,346966,353851,359829,364010,366169,368183,371539,375172,379254,382879,386605,389245,392120,395291,399702,404956,410741,416468,421265,425952,431154,435667,440000,443943,447819,451079,454631,457253,459013,460200,460967,462807,463473,464410,465273,467000,467888,469209,469451,469098,467262,464942,462997,460366,458199,457356,456470,455440,453133,450518,447660,444913,440955,436875,433299,430345,429543,428903,431661,429713,428787,422877,419577,414529,414346,418520,429577,436997,435241,423497,407858,401467,395887,397389,395830,400830,406509,408163,400074,395022,396882,405969,412232,410599,409791,412368,422927,426204,421865,412257,402210,389905,384058,388695,398192,406833,409536,402811,387844,377814,377143,387077,402118,418995,423355,412779,397663,388762,383778,383065,383311,387299,387840,381866,369989,362463,364452,370074,377211,382260,392550,399446,401960,398857,390246,381120,373641,367548,360816,361615,364955,370889,368760,365895,370540,376358,390662,403590,415929,418341,416534,408554,401440,393050,390149,393213,391064,380575,363240,351821,349092,348665,345863,338955,330864,323517,320152,315636,313315,313817,317194,319141,319476,321372,324771,329063,332248,335910,336561,336016,336147,339325,343486,345148,343139,340924,340795,343955,348012,349753,351000,352890,353921,354714,354110,357785,361281,364096,365282,366396,368627,372256,373994,376685,378609,379524,379837,377614,377482,377183,377643,377946,377571,376721,377327,376664,376402,378814,383048,388990,392979,397857,402878,407684,412698,418358,424517,431677,439716,446492
5787,2502,Mansfield,City,MA,MA,Providence-Warwick,Bristol County,186970,186938,187377,187882,188157,188218,188368,188945,189128,189769,190171,191012,190549,190419,189567,189576,189614,190042,190521,190870,192079,192438,192936,192757,194638,196551,198878,200143,202031,203949,205631,206961,207950,209676,211799,214120,216083,218182,220763,223749,226817,229564,232504,234552,236587,238316,240556,243407,246556,249400,251961,253914,253714,253847,254319,257283,260292,263530,266839,270065,273158,276198,279153,282682,288053,293074,298236,302117,305597,308682,311645,315308,319102,322358,325621,328861,332535,336549,340367,344621,349243,353896,357736,360959,364515,369462,374203,378288,380961,384787,389032,393021,396763,400517,404838,408022,409797,411652,414284,418191,422449,425462,427625,430614,433956,437533,439743,442888,446305,449885,452427,454521,455864,456937,458316,458695,459600,459962,460978,461118,461671,461927,462470,462838,462778,462603,460872,458742,455622,452264,450290,447570,446355,443251,440788,436886,434591,432029,429896,427220,424721,424325,422825,422701,419890,416905,413849,412194,411343,409578,408390,407546,406470,403414,399853,395976,392815,391830,390187,387125,382124,379094,377565,376789,376603,377113,378211,378957,379663,379611,379591,381428,383370,384916,385069,384651,383745,381570,379877,378662,378066,376602,375185,373075,371945,371120,369864,368732,367068,366802,366569,365557,363626,360642,358637,358519,360058,360507,360631,360501,361819,362101,361614,362913,366495,373251,378079,380131,379916,380803,382882,385703,387814,392022,396819,400106,400511,400107,401267,404258,406158,408234,410460,412070,413259,411706,409599,408839,411200,413531,415889,415039,416497,415591,415398,415424,416550,420107,424028,427911,427787,426113,424055,425135,426427,429369,431684,435856,439991,442714,443775,441825,444092,447478,451220,454537,457538,462279,464859,464269,462783,462858,466101,471699,474681,477402,480357,483115,485508,485105,487083,488494,489667,488777,487389,487633,488911,489544,491010,492695,494128,494588,493543,493546,493663,495114,497311,498350,498245,500708,502532,503281,504154,506991,512765,518017,523944,530068,535811,541876,549489,556132,563668,573026,583407
33058,452,New Bedford,City,MA,MA,Providence-Warwick,Bristol County,99710,99662,99769,99910,99981,99989,100163,100531,100652,100808,100928,101249,100709,100276,99736,99926,100139,100425,100588,100648,101086,101252,101403,101299,102410,103570,104732,104912,105056,105302,105277,105269,105327,105984,106648,107272,107918,108638,109559,110463,111925,113255,115060,116242,117308,118068,119382,121006,122488,123762,124891,126155,126199,126248,126035,127090,128236,129472,130450,131279,132157,133190,134237,135339,137130,139202,141462,143304,144832,146498,148164,150032,151953,153396,155194,157074,159535,161717,163945,165969,168548,170946,173557,176245,179395,183400,187275,190696,193272,196203,199450,203286,206724,210465,213878,217169,219434,221693,223750,226806,230309,234001,237501,240700,243917,246430,248524,250340,252410,254702,256875,258920,260291,261414,261994,262377,263185,264451,265916,266853,267692,267952,268414,268610,268553,268225,267515,266944,265542,263547,261792,260582,260329,259264,258198,256101,255236,253825,253014,251194,249521,249175,248555,247954,245241,242776,240143,238205,235751,233374,230828,228875,227351,224762,221765,218153,215634,214135,212644,210782,208601,207148,206439,205527,204218,202965,202982,203534,204518,204597,204695,205189,205634,205409,204252,203306,202791,202306,201298,200111,198276,196164,193969,191948,190125,188644,187283,186303,184948,183830,182357,180642,178906,177251,176212,175932,176607,177004,177145,176772,176979,176782,176708,177594,179632,182853,184907,185685,185328,185336,185779,186726,187579,189529,191799,193467,193959,193739,194463,195952,196971,198311,199632,201242,202226,202207,201383,200885,201604,202834,204445,204325,205405,205161,205943,206091,206764,207835,209697,211507,211560,210881,209563,210286,211073,213151,214586,216660,218678,220875,222193,222836,224628,226748,228724,230374,232257,234558,235662,235746,235742,235876,237126,238845,240539,242138,244327,246193,247481,247634,249085,250602,251952,252212,252259,252847,253552,254155,254982,256423,257397,258534,258670,258929,258962,260107,262189,263742,264758,266462,268050,269038,270942,273420,277343,281210,285716,290226,294274,298832,304244,309690,315581,322418,329488
26168,1997,North Attleboro,City,MA,MA,Providence-Warwick,Bristol County,175266,175078,175276,175400,175412,174954,174422,174223,174139,174748,175184,175640,174882,174408,173494,173195,172850,173441,174374,175283,176417,176565,176693,176634,178393,180207,182292,183609,185339,186696,187845,188743,189134,189887,191220,193109,195029,197074,199272,201758,204582,207394,210117,211993,214189,216396,219039,221727,224437,226706,229006,230810,230867,230887,231295,233662,236236,238991,241471,244075,246368,248904,250766,253294,257172,261783,266584,270475,273182,275968,279207,282888,286892,290151,294424,298350,302801,306539,310038,313848,318985,323897,327794,331134,334410,338751,342319,345441,347340,349806,352542,355153,357606,360055,363403,366134,368570,371270,374727,378861,383506,388098,393186,398654,403231,406954,408995,411803,414435,417318,419285,421418,422773,423820,423716,423260,424115,425687,427777,428842,430084,430685,431359,431697,431475,430812,429171,426963,423800,419951,417429,414639,412892,409913,407516,404112,401505,398310,396628,394746,392854,391898,389895,388576,384793,381411,377834,375718,373990,371719,367387,363357,359415,355903,351989,348164,345268,343295,341249,337538,333394,330867,330725,330156,330020,329624,330737,331242,332253,332375,332392,333609,335207,336959,337303,338112,338366,337625,335768,334060,332310,330517,328869,327185,325220,322887,320797,318585,315778,314057,313157,312689,311242,308880,307123,306853,308331,309022,309336,310312,312400,313444,312956,313843,317069,323181,327234,328973,328943,330302,332613,334402,335997,339467,344118,347067,347421,346759,347659,349945,351389,352234,353123,354256,355488,354920,353828,353438,355121,356416,358414,357537,358345,357394,357409,357448,358183,359900,361718,363613,363225,362813,361314,363051,364180,366970,368842,371947,374404,375775,376344,375197,376957,378267,380238,381310,383431,386863,389196,388529,387174,387529,390778,395346,397906,400408,402824,405474,407845,408429,409547,410640,411857,412147,411130,410966,411227,411518,412586,413937,413970,414545,414065,414217,413563,413549,415163,415594,415877,417897,419410,420151,421690,423945,428561,433046,438700,444483,449601,455608,462544,468805,475898,484403,493834
53633,2980,Norton,City,MA,MA,Providence-Warwick,Bristol County,119760,119454,119412,119309,119214,119071,118893,119197,119450,120082,120308,120703,120231,120160,119794,119958,119858,119945,119954,119800,119993,119917,120394,120733,122370,123793,125409,126132,127411,128806,130555,131762,132520,133153,133831,134508,135114,136080,137497,139323,141363,142872,144517,145728,147448,149019,151169,153553,156045,158072,159703,160892,160352,160045,159566,160899,162268,163742,164834,166012,167414,168956,170586,172601,176027,179547,183365,186126,188118,190173,192602,195559,198215,200437,202617,204736,207167,209994,212812,215719,218958,222332,225285,227723,230217,233338,236674,239451,241354,243181,245023,247126,249375,251497,253432,254952,256030,257722,259273,261655,264141,266532,268905,271614,274306,276870,278767,280927,283213,285340,287093,288479,289383,289949,290157,289821,290072,290268,291018,291014,291169,290820,290969,291312,291063,290583,289620,288202,285984,283011,281483,280542,280048,277919,276796,275244,273668,269543,268386,267354,266512,264196,263142,263888,262099,261115,257114,253998,253130,255035,253107,252875,250787,252114,246891,241389,236888,234121,233457,234653,235193,238332,242095,245204,252312,258209,268116,272214,279422,285796,295972,303918,306630,303817,298975,293940,285622,283249,284890,292594,296375,298651,293631,286123,285571,290657,302299,314075,327490,328873,324347,317709,313926,308844,307491,309089,313305,314842,313252,307340,298780,294563,291858,292686,293907,300133,305032,307994,306085,302175,295420,292840,293040,301718,313333,324068,335674,347095,358722,374193,382443,390610,399810,414286,425691,421265,413657,410537,408466,399620,392134,378171,370998,363228,360881,351583,346723,347177,349298,341797,332742,329550,326498,326839,328709,333102,336304,340155,342291,344646,345577,348394,352844,355541,357725,361415,365445,369941,370979,372387,372286,372935,375038,379311,381582,383836,386664,388572,388744,387754,390108,393065,394646,394545,393430,395834,398433,399415,399184,399240,399503,399871,398594,397900,396933,397148,398256,397891,397566,399903,402406,404614,406452,408965,413004,416492,421552,426789,431998,436514,441776,446285,451745,458123,465731
54070,4096,Raynham,City,MA,MA,Providence-Warwick,Bristol County,211325,210684,210117,209489,208648,208552,208001,208789,208809,209946,210298,211383,210948,211074,211243,211800,212850,212990,214291,214078,215587,215360,216432,216511,219340,221680,224254,225829,227438,229512,230620,231850,232154,233805,235453,237666,238964,241091,243668,246312,249262,251632,255474,258614,262498,264890,267905,270628,274093,276732,279313,282107,283113,284130,284124,286622,289328,293816,297262,301517,304696,308572,311687,314385,317657,322207,327826,332380,334817,335753,338337,341624,346590,350237,354303,359174,367032,374501,381097,385689,392090,399628,406619,412502,417391,423570,429931,434795,436132,437080,438538,442779,446948,451415,455058,457979,459950,462226,465372,469811,475685,481238,487072,492439,497628,500949,503216,506450,510426,515080,517638,520684,521941,523924,524891,525561,526612,527912,530033,531070,532319,532737,534663,535766,536035,534336,530942,525541,519696,515228,513785,512959,511830,508663,505805,502447,500118,494573,488314,481305,475777,474269,473719,476708,475512,476223,471686,468231,463517,463750,471068,490397,505089,509706,500118,488299,483471,478237,479605,479104,486069,496211,502835,497730,496419,495753,504784,504263,501582,497998,501741,515529,525580,528160,519691,501476,478822,468250,470143,482572,495270,504499,500105,479532,455730,439686,436809,451278,467250,472165,460105,445454,427968,413292,401512,399467,403882,406007,406623,398536,395189,396178,401385,406181,411022,420523,428141,431537,430640,424801,415433,406636,400213,399325,408786,416979,429138,433856,441275,454206,462132,476779,487654,505862,518913,520278,507029,495822,486180,483350,479609,465761,454132,436104,427578,411884,395064,380425,369276,360167,350449,343462,338732,338543,338966,343519,346605,352514,357682,363404,368861,371913,376606,377915,377857,378157,381136,384678,385361,385418,386817,389773,394237,399469,401922,403750,405837,407431,408447,407304,409786,411767,414023,415091,415174,416809,418070,420360,423212,426377,427686,428310,426565,425215,423533,423239,424215,424007,423853,425720,426882,427910,429255,432989,438824,444160,449664,454705,459312,464409,470694,475513,481147,487411,494893
13470,4636,Rehoboth,City,MA,MA,Providence-Warwick,Bristol County,181901,181646,181505,181069,180071,179127,178420,179365,179949,181045,181548,182597,182608,182533,182388,183056,184359,185696,186856,186295,186309,185764,185838,185732,187562,189632,191306,191730,192682,193944,194929,195511,195936,196761,198224,199565,200460,201455,202988,205242,207861,209882,212938,215160,218542,221161,224129,225686,227020,228376,230582,232526,231444,230892,229689,231369,232161,233607,235299,238344,241333,243854,246002,248965,254417,259272,264346,268383,272096,276191,278972,282639,287047,292000,296058,299075,302282,306835,312471,317570,323266,327291,331989,335721,339443,343671,347837,351597,354134,356683,358082,360207,361505,364935,369385,374109,377594,379613,382805,387345,392979,398110,403575,409002,414625,418852,420763,422278,424566,429394,433733,437888,440350,441175,441059,440869,442942,445923,449404,451412,452479,452533,452001,451754,450874,451792,451417,450231,446808,442282,439190,436337,435675,432349,430895,427626,426407,422730,421456,420308,419623,419179,417419,416186,411915,408565,403590,399906,396563,393797,391572,388230,384918,380707,377788,375106,372798,371712,370821,369083,366179,365229,362745,360418,357877,358005,358265,357604,357635,357602,358027,359079,359482,358833,357374,357245,357266,355967,353215,351255,349882,348348,345985,343560,341888,341100,341457,342113,341543,340253,338559,337199,335254,332057,330053,329583,331517,331911,331829,330246,330124,329583,330030,331294,334265,338871,342038,343452,342098,342626,343353,345424,346581,349479,352817,354378,353559,352905,352887,353118,352499,351162,351063,351009,352192,352178,351027,351045,352687,354155,355030,353857,354363,354117,354007,353761,353953,355650,357773,360128,360228,359343,360188,363882,367990,371259,373945,376975,379268,380419,381632,380797,383204,384910,386205,386960,389330,394139,396668,397473,397754,398931,401226,405337,407256,411783,415517,419779,421008,421767,424916,427792,429742,429773,429410,429846,430697,429566,429507,430327,430866,430191,428436,429094,429839,431473,432654,433448,434626,438460,440459,440858,442396,446361,451539,454962,459290,464131,469768,475489,481596,486580,493334,501585,510361
40816,3909,Seekonk,City,MA,MA,Providence-Warwick,Bristol County,154396,154232,154412,154587,154797,154482,154364,154557,154997,155659,156312,157129,156885,156671,156123,156365,156587,157709,158493,159089,159425,159375,159136,158533,159721,161257,163098,163720,164265,164598,165001,165389,165855,166685,167862,169431,170707,172179,173368,174915,176977,178985,181476,183204,184903,186530,188640,190848,192658,193912,195357,196615,196174,195855,195305,196415,197681,199000,200382,201564,202996,204745,206379,208669,212207,215747,218862,221440,223656,226509,228624,231250,234258,237051,240860,243734,247331,250904,255503,259845,264531,268255,272801,277340,282213,287298,291257,295120,297966,301541,305270,309323,312529,316233,319534,323074,325093,327779,330646,334995,339569,343772,347327,351201,355700,359754,362687,364670,367356,370238,373609,376176,377879,378623,379221,379266,380120,380849,382850,384661,386354,386819,386433,386319,386210,387023,386790,386261,384603,382458,380395,377942,376670,374714,373405,371349,369588,366278,363763,361748,360340,360087,358758,357915,353895,350365,346470,343603,341647,340217,338061,334080,329742,325283,321644,318029,316321,315500,314341,311334,307444,304329,302999,303187,303525,303572,303780,304027,304812,304675,305220,306739,308119,308818,307669,306177,304566,302792,300724,298171,295007,292164,289447,287529,285593,284623,284054,283527,282167,280907,279894,279022,277486,275263,273670,272802,274043,274488,275289,275966,277599,278975,279852,282436,286436,292090,295013,296167,295357,295189,295061,295484,296549,299113,302286,303286,302819,301599,302543,304420,305516,306178,307014,308000,308587,307557,305488,304654,305969,307154,309167,308597,310204,310128,310612,310586,310706,312175,314365,316928,316836,317136,315442,316772,316667,318871,320804,324069,327305,329446,330784,330116,331817,333686,336030,337935,340170,343466,344976,344098,342408,341817,343547,346775,348893,350192,352253,354178,356671,357276,359257,361574,363612,364607,364354,364930,365589,365407,366315,367501,368665,369119,369117,369273,369256,369697,371014,371368,371275,373497,374819,376176,377304,379958,383494,387105,391500,396211,400780,405860,411906,417205,423076,429501,436650
40959,3055,Somerset,City,MA,MA,Providence-Warwick,Bristol County,140161,139639,139511,139081,138844,138534,138596,138752,138811,139064,139363,139813,139038,138646,138130,138523,138642,138821,139025,139320,140017,140079,140020,139742,141257,142814,144292,144518,144838,145370,144965,144654,144019,144608,145197,145990,146609,147313,148139,149313,150775,152193,154185,155366,156782,157211,158530,159881,161441,162398,163321,164103,163922,163707,163675,164932,166286,167985,169425,170824,172159,173985,176061,178149,180925,183650,186334,188154,189375,190843,192557,194860,197243,199009,200518,202440,204834,207512,209988,213245,217332,221198,224561,227427,230650,234991,239777,243670,246924,250295,254488,258747,262768,267094,271484,275514,278545,281330,284283,288212,292471,296564,300358,303816,306626,308421,309895,312169,314626,317051,318450,320050,320793,322014,322637,323303,324429,326091,327735,328157,328661,328918,329598,329288,328625,326791,324655,322211,319849,317132,314855,312892,311895,309937,308436,306906,306705,305905,305345,304101,303080,303117,302575,301547,298064,295424,292504,290237,288171,287029,285801,283708,280692,276442,272709,269925,268657,267731,266261,263652,259802,255994,252855,251820,251527,252242,252849,253268,253564,253316,253319,254354,255703,256622,256416,255240,254355,252963,251891,250202,248526,246528,244513,242559,240545,239493,239128,238689,237328,235761,234252,232796,230584,228122,226760,226287,227513,228122,228670,229503,230626,231900,232338,234084,237247,242044,245061,246609,246800,247290,247844,248366,249607,251291,253397,254076,253835,253206,253541,254179,253919,253343,252811,252538,251887,250981,250190,250409,251410,251579,252338,251936,252307,252096,252137,252173,252019,252814,254098,255141,254764,254830,253686,254072,254864,257055,259785,262543,265503,267010,267775,267963,270220,272572,275587,278521,281101,283492,284609,284682,284690,285156,286966,289513,290542,291976,293291,294673,295680,295988,296428,298555,300186,301922,301964,302326,303419,302976,303522,304459,307278,309312,310318,309367,308924,309480,311803,313469,314879,317367,319438,320651,321926,324672,329653,334693,339922,344565,348697,353402,358611,364124,369968,376880,383277
47922,3481,Swansea,City,MA,MA,Providence-Warwick,Bristol County,144098,143835,143886,143893,144143,144174,144253,144497,144517,144656,144702,145151,144831,144746,144178,144219,143463,143345,143299,143316,143646,143581,143793,143543,144648,145787,147468,148046,149540,150465,151005,151320,151696,152999,153895,154749,155083,155650,156309,157569,158783,160088,162001,163378,164791,165191,166378,167759,169204,170429,171363,172325,171864,171619,171155,171858,172862,174110,175527,176890,178741,180694,182753,184564,187360,190018,192647,194882,196167,198365,199843,202483,204627,206640,208842,211463,214902,218874,222758,226586,230407,233224,236533,239014,242334,246192,250027,253088,255413,257507,260966,264592,269659,274836,280038,284414,287886,291277,295129,299863,304943,310337,314250,318195,320882,324027,326274,329399,332273,335647,337759,339861,340324,340609,341068,342352,344324,345638,346814,347144,347823,347632,347810,347345,347166,346661,345714,343790,341223,338154,335746,333766,332987,331505,330223,328640,328430,327201,326032,323862,322180,322163,321722,320655,316637,313363,310368,308433,306298,304179,301936,299255,296431,292452,289022,286188,284815,283633,282138,279389,275677,272674,270703,270725,270544,270792,270810,270606,270656,270170,269970,270388,271050,271511,270767,268849,266944,264440,262143,259988,257821,255775,253690,251824,250198,249040,248409,247988,247785,248003,248369,247437,245732,243404,242078,241936,243031,243338,243189,242773,243190,243303,243050,244594,247352,251788,253772,254357,253515,253953,255008,256657,256910,258156,259760,261491,262259,262447,263505,264401,264550,264249,264107,264312,265225,265408,264861,263791,264011,263958,265414,265708,267681,267808,268122,267582,267168,267194,267756,268923,268496,268220,266403,266672,266559,269204,271928,275586,278357,280422,282030,282439,284636,286937,289593,291964,294543,296985,297758,297781,298499,300620,303547,307198,309175,310828,312579,314061,315659,316110,318410,319591,320353,319432,318703,318509,319100,319134,319884,321290,322095,323004,322892,324049,324675,325951,327476,328155,328304,329625,331736,333507,336194,338861,342683,345972,350004,354292,358347,362951,368184,373138,377356,381971,386473
