RegionID,SizeRank,RegionName,RegionType,StateName,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21
394974,5,"Philadelphia, PA",Msa,PA,"$249,967 ","$248,267 ","$251,600 ","$259,600 ","$267,967 ","$274,633 ","$278,267 ","$276,600 ","$273,267 ","$269,963 ","$268,297 ","$263,297 ","$256,600 ","$251,600 ","$254,967 ","$263,333 ","$275,000 ","$283,333 ","$288,633 ","$290,267 ","$291,900 ","$293,263 ","$293,263 ","$288,297 ","$283,267 ","$282,967 ","$287,967 ","$294,333 ","$301,333 ","$311,633 ","$323,633 ","$333,300 ","$336,333 ","$338,000 ","$336,633 ","$333,300 ","$326,633 ","$323,300 "
394982,22,"Pittsburgh, PA",Msa,PA,"$171,567 ","$169,900 ","$173,233 ","$176,917 ","$182,450 ","$184,150 ","$183,800 ","$181,600 ","$179,900 ","$178,267 ","$175,933 ","$172,633 ","$170,933 ","$171,300 ","$175,967 ","$182,633 ","$189,633 ","$194,933 ","$198,267 ","$199,600 ","$198,967 ","$195,633 ","$190,967 ","$184,967 ","$183,300 ","$186,267 ","$192,900 ","$197,900 ","$204,900 ","$214,900 ","$226,767 ","$232,800 ","$232,833 ","$231,000 ","$229,667 ","$228,000 ","$226,333 ","$226,633 "
394318,67,"Allentown, PA",Msa,PA,"$227,185 ","$226,189 ","$229,831 ","$237,389 ","$243,538 ","$246,287 ","$247,317 ","$245,634 ","$242,164 ","$238,694 ","$235,259 ","$233,541 ","$230,140 ","$231,823 ","$236,976 ","$245,565 ","$252,127 ","$255,597 ","$258,998 ","$259,307 ","$257,589 ","$254,154 ","$250,752 ","$249,000 ","$247,282 ","$250,684 ","$259,307 ","$266,212 ","$272,774 ","$276,175 ","$284,729 ","$291,222 ","$294,692 ","$297,131 ","$296,135 ","$297,509 ","$297,161 ","$305,884 "
394666,96,"Harrisburg, PA",Msa,PA,"$215,799 ","$220,618 ","$230,255 ","$239,892 ","$248,566 ","$252,421 ","$252,460 ","$251,303 ","$251,245 ","$251,207 ","$246,542 ","$240,818 ","$237,387 ","$238,543 ","$242,437 ","$246,639 ","$251,264 ","$257,008 ","$263,947 ","$268,612 ","$268,612 ","$266,106 ","$265,296 ","$264,949 ","$264,988 ","$266,954 ","$272,645 ","$278,929 ","$284,287 ","$288,619 ","$292,512 ","$292,821 ","$290,797 ","$289,569 ","$286,778 ","$285,568 ","$286,067 ","$298,933 "
395005,38,"Providence, RI",Msa,RI,"$345,699 ","$347,447 ","$353,039 ","$360,031 ","$365,310 ","$367,025 ","$367,060 ","$367,060 ","$367,060 ","$365,277 ","$361,431 ","$356,222 ","$354,474 ","$357,795 ","$366,186 ","$374,961 ","$382,443 ","$386,254 ","$387,967 ","$387,967 ","$387,652 ","$385,904 ","$382,408 ","$375,731 ","$370,521 ","$373,703 ","$384,191 ","$394,645 ","$401,952 ","$408,944 ","$419,432 ","$422,964 ","$419,467 ","$408,979 ","$400,204 ","$396,393 ","$396,574 ","$407,137 "
394653,65,"Greenville, SC",Msa,SC,"$256,067 ","$257,680 ","$261,013 ","$267,054 ","$271,766 ","$275,421 ","$275,706 ","$274,757 ","$269,381 ","$264,343 ","$260,548 ","$258,935 ","$257,648 ","$258,312 ","$263,088 ","$271,026 ","$277,983 ","$279,533 ","$275,902 ","$269,862 ","$266,545 ","$265,400 ","$265,302 ","$263,907 ","$262,357 ","$265,333 ","$269,636 ","$272,767 ","$275,297 ","$280,481 ","$285,257 ","$287,471 ","$285,979 ","$286,404 ","$284,041 ","$280,743 ","$275,440 ","$273,963 "
394486,72,"Columbia, SC",Msa,SC,"$192,275 ","$192,306 ","$196,949 ","$204,898 ","$212,815 ","$219,334 ","$220,952 ","$220,284 ","$218,663 ","$217,076 ","$219,365 ","$220,987 ","$225,089 ","$226,011 ","$227,823 ","$231,353 ","$234,882 ","$237,521 ","$234,628 ","$230,176 ","$225,693 ","$222,513 ","$219,651 ","$217,262 ","$217,262 ","$220,605 ","$224,931 ","$229,512 ","$233,482 ","$236,315 ","$239,394 ","$241,874 ","$241,874 ","$241,080 ","$240,822 ","$242,685 ","$244,385 ","$246,323 "
394457,78,"Charleston, SC",Msa,SC,"$372,999 ","$374,557 ","$377,984 ","$383,827 ","$390,371 ","$393,487 ","$393,877 ","$389,202 ","$382,967 ","$376,766 ","$372,092 ","$368,948 ","$367,670 ","$372,033 ","$381,412 ","$390,760 ","$395,746 ","$397,304 ","$394,811 ","$388,579 ","$380,758 ","$375,305 ","$373,435 ","$372,528 ","$372,372 ","$374,242 ","$381,381 ","$384,809 ","$392,287 ","$396,993 ","$406,029 ","$411,015 ","$414,131 ","$416,501 ","$417,834 ","$422,467 ","$428,300 ","$441,600 "
394902,37,"Nashville, TN",Msa,TN,"$374,600 ","$375,967 ","$377,633 ","$379,633 ","$379,633 ","$377,966 ","$374,300 ","$367,933 ","$362,967 ","$359,933 ","$358,267 ","$356,567 ","$354,933 ","$354,933 ","$356,600 ","$359,930 ","$364,463 ","$367,797 ","$366,933 ","$364,067 ","$360,548 ","$359,415 ","$356,781 ","$353,667 ","$350,666 ","$351,633 ","$354,933 ","$358,233 ","$362,933 ","$367,967 ","$374,633 ","$378,267 ","$381,567 ","$382,575 ","$382,275 ","$380,608 ","$381,297 ","$388,263 "
394849,41,"Memphis, TN",Msa,TN,"$187,576 ","$182,805 ","$181,246 ","$184,141 ","$187,322 ","$194,924 ","$200,013 ","$205,612 ","$207,234 ","$208,793 ","$208,952 ","$206,089 ","$202,940 ","$200,999 ","$203,862 ","$208,633 ","$215,981 ","$221,071 ","$224,252 ","$223,933 ","$223,569 ","$223,537 ","$223,855 ","$224,220 ","$222,629 ","$222,598 ","$225,747 ","$230,550 ","$235,353 ","$240,760 ","$247,122 ","$251,862 ","$248,076 ","$245,532 ","$243,970 ","$243,970 ","$242,221 ","$238,155 "
