RegionID,SizeRank,RegionName,RegionType,StateName,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21
394561,68,"El Paso, TX",Msa,TX,"4,539","4,568","4,624","4,629","4,553","4,419","4,341","4,257","4,175","4,110","4,059","3,945","3,839","3,760","3,800","3,814","3,797","3,857","3,920","3,999","3,945","3,915","3,852","3,771","3,696","3,745","3,829","3,817","3,728","3,593","3,432","3,283","3,136","3,083","2,778","2,514","2,263","2,184"
394367,69,"Baton Rouge, LA",Msa,LA,"4,133","4,195","4,442","4,690","4,964","5,209","5,395","5,469","5,364","5,286","5,182","5,040","4,932","4,907","5,106","5,288","5,447","5,565","5,643","5,727","5,673","5,576","5,380","5,159","5,032","4,999","5,123","5,076","5,078","4,954","4,870","4,645","4,388","4,171","3,929","3,723","3,577","3,395"
394521,70,"Dayton, OH",Msa,OH,"2,885","2,754","2,822","2,980","3,150","3,297","3,416","3,519","3,583","3,630","3,547","3,306","2,981","2,726","2,679","2,683","2,762","2,843","2,947","3,006","2,979","2,947","2,825","2,599","2,383","2,223","2,244","2,201","2,222","2,187","2,220","2,236","2,270","2,314","2,241","2,060","1,825","1,609"
394843,71,"McAllen, TX",Msa,TX,"2,150","2,160","2,225","2,259","2,304","2,286","2,274","2,297","2,323","2,389","2,394","2,382","2,421","2,491","2,596","2,591","2,575","2,554","2,557","2,554","2,535","2,527","2,501","2,450","2,424","2,442","2,497","2,462","2,417","2,285","2,151","1,964",,,,"1,706","1,743","1,687"
394486,72,"Columbia, SC",Msa,SC,"5,228","5,018","5,069","5,228","5,401","5,444","5,446","5,450","5,254","5,073","4,857","4,640","4,456","4,292","4,386","4,429","4,613","4,888","5,255","5,496","5,464","5,283","5,022","4,771","4,680","4,607","4,697","4,571","4,561","4,323","4,131",,,,,"3,023","2,837","2,731"
394648,73,"Greensboro, NC",Msa,NC,"2,905","2,827","2,910","3,092","3,356","3,453","3,502","3,245","3,014","2,782","2,687","2,566","2,469","2,394","2,494","2,555","2,684","2,759","2,858","2,906","2,904","2,845","2,739","2,556","2,404","2,297","2,337","2,324","2,387","2,357","2,342","2,225","2,170","2,156","2,099","1,969","1,817","1,643"
394304,74,"Akron, OH",Msa,OH,"4,017","3,773","3,867","4,116","4,441","4,659","4,796","4,856","4,794","4,653","4,388","3,984","3,573","3,289","3,347","3,553","3,922","4,232","4,480","4,547","4,531","4,451","4,265","3,952","3,593","3,328","3,300","3,208","3,215","3,177","3,303","3,354","3,312","3,207","3,003","2,679","2,387","1,910"
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,"9,283","9,873","10,610","10,830","10,608","10,073","9,414","8,947","8,574","8,583","8,862","9,221","9,912","10,495","11,194","11,127","10,751","10,197","9,669","9,254","8,791","8,650","8,750","8,889","9,353","9,805","10,199","9,812","9,361","8,854","8,513","8,018","7,566","7,369","7,061","6,707","6,434","5,973"
394798,76,"Little Rock, AR",Msa,AR,"4,909","4,769","4,920","5,165","5,521","5,773","5,883","5,943","5,912","5,855","5,691","5,412","5,181","5,070","5,225","5,417","5,382","5,250","5,035","4,972","5,013","5,054","5,022","4,784","4,557","4,484","4,595","4,641","4,702","4,667","4,706","4,653","4,488","4,311","3,910","3,461","3,011","2,694"
395134,77,"Stockton, CA",Msa,CA,"1,323","1,262","1,339","1,441","1,598","1,715","1,829","1,949","2,043","2,099","2,039","1,885","1,728","1,617","1,656","1,746","1,869","2,008","2,122","2,199","2,221","2,205","2,109","1,908","1,688","1,554","1,549","1,532","1,563","1,552","1,542","1,461","1,399","1,374","1,276","1,112",957,890
394457,78,"Charleston, SC",Msa,SC,"5,815","5,823","6,210","6,608","6,963","7,092","7,055","6,921","6,634","6,634","6,560","6,456","6,303","6,312","6,708","7,012","7,312","7,524","7,628","7,640","7,371","7,259","6,974","6,692","6,444","6,400","6,583","6,539","6,648","6,581","6,491","6,118","5,748","5,595","5,297","4,907","4,410","3,943"
395143,79,"Syracuse, NY",Msa,NY,"2,598","2,411","2,421","2,575","2,803","3,023","3,225","3,369","3,380","3,262","3,030","2,734","2,446","2,255","2,255","2,371","2,554","2,711","2,839","2,920","2,922","2,858","2,641","2,338","2,038","1,856","1,795","1,681","1,676","1,752","1,899","1,968","1,958","1,921","1,763","1,534","1,357","1,210"
394484,80,"Colorado Springs, CO",Msa,CO,"1,899","1,847","2,054","2,385","2,886","3,346","3,736","3,912","3,939","3,794","3,542","3,164","2,820","2,566","2,606","2,798","3,185","3,597","3,895","4,048","3,974","3,819","3,461","3,045","2,705","2,547","2,738","2,862","3,249","3,540","3,899","3,937","3,779","3,588","3,217","2,784","2,390","2,041"
395235,81,"Winston-Salem, NC",Msa,NC,"2,601","2,542","2,713","2,974","3,295","3,386","3,463","3,242","3,061","2,834","2,723","2,535","2,352","2,251","2,395","2,550","2,708","2,744","2,773","2,770","2,779","2,765","2,695","2,520","2,403","2,331","2,457","2,443","2,449","2,314","2,253","2,164","2,108","2,100","2,030","1,905","1,748","1,599"
395224,82,"Wichita, KS",Msa,KS,"2,687","2,553","2,574","2,641","2,782","2,927","3,010","3,073","3,031","3,038","2,984","2,869","2,732","2,605","2,627","2,691","2,766","2,812","2,771","2,753","2,679","2,642","2,514","2,351","2,224","2,169","2,216","2,211","2,241","2,188","2,166","2,113","2,122","2,131","2,098","1,964",,
395115,83,"Springfield, MA",Msa,MA,"1,793","1,651","1,675","1,805","2,010","2,204","2,334","2,382","2,376","2,376","2,281","2,086","1,857","1,708","1,721","1,808","1,984","2,111","2,188","2,189","2,177","2,157","2,059","1,836","1,606","1,485","1,512","1,487","1,503","1,500","1,546","1,533","1,529","1,550","1,489","1,334","1,158","1,014"
394440,84,"Fort Myers, FL",Msa,FL,"13,757","14,648","15,706","15,844","15,558","14,632","13,780","13,133","12,739","12,838","13,338","14,052","15,197","16,201","17,116","17,166","16,619","15,795","14,781","13,946","13,212","13,020","13,147","13,341","13,814","14,151","14,427","13,767","13,183","12,457","11,930","11,280","10,726","10,429","9,954","9,422",,
394399,85,"Boise City, ID",Msa,ID,"3,484","3,172","3,217","3,548","3,824","4,029","4,110","4,329","4,461","4,502","4,344","4,009","3,701","3,462","3,527","3,776","4,112","4,374","4,491","4,538","4,528","4,514","4,360","4,035","3,682","3,481","3,573","3,674","3,937","3,980","3,863",,,,,"2,218","1,902","1,694"
395160,86,"Toledo, OH",Msa,OH,"2,428","2,325","2,359","2,425","2,528","2,610","2,715","2,821","2,856","2,826","2,677","2,460","2,254","2,087","2,100","2,169","2,296","2,380","2,412","2,452","2,450","2,466","2,407","2,278","2,125","2,026","2,013","1,953","1,952","1,933","1,939","1,892","1,856","1,864","1,789","1,648","1,482","1,340"
394816,87,"Madison, WI",Msa,WI,"2,313","2,164","2,345","2,738","3,170","3,473","3,593","3,587","3,484","3,350","3,123","2,767","2,437","2,276","2,415","2,700","3,102","3,414","3,562","3,544","3,472","3,402","3,196","2,857","2,506","2,370","2,541","2,731","2,922","2,976","3,086","3,103","3,060","2,982","2,805","2,498","2,119","1,851"
394766,88,"Lakeland, FL",Msa,FL,"4,153","4,202","4,386","4,491","4,555","4,527","4,489","4,519","4,601","4,686","4,724","4,677","4,847","5,059","5,399","5,408","5,317","5,299","5,329","5,429","5,414","5,462","5,415","5,248","5,179","5,196","5,302","5,141","5,060","4,899","4,843","4,612","4,430","4,288","4,108","3,869","3,625","3,331"
394931,89,"Ogden, UT",Msa,UT,"1,646","1,571","1,664","1,819","2,098","2,298","2,425","2,555","2,656","2,752","2,662","2,443","2,237","2,126","2,220","2,336","2,549","2,736","2,871","2,939","2,978","2,991","2,839","2,527","2,207","1,992","2,080","2,191","2,379","2,342","2,260","2,072","1,892","1,822","1,658","1,486","1,277","1,112"
394528,90,"Daytona Beach, FL",Msa,FL,"5,553","5,660","5,931","6,159","6,339","6,408","6,384","6,374","6,305","6,299","6,293","6,264","6,376","6,516","6,816","6,829","6,783","6,705","6,699","6,669","6,553","6,494","6,437","6,302","6,326","6,396","6,620","6,497","6,477","6,248","6,015","5,551","5,178","4,974","4,754","4,555","4,411","4,250"
394531,91,"Des Moines, IA",Msa,IA,"3,716","3,688","4,053","4,235","4,453","4,453","4,571","4,642","4,654","4,669","4,541","4,283","4,048","3,865","3,928","4,089","4,361","4,540","4,643","4,738","4,817","4,843","4,740","4,495","4,238","4,086","4,195","4,284","4,451","4,376","4,297","4,051","3,859","3,799","3,672","3,474","3,185","2,951"
394711,92,"Jackson, MS",Msa,MS,"2,816","2,823","2,969","3,139","3,351","3,439","3,453","3,360","3,234","3,145","3,035","2,884","2,741","2,686","2,815","2,923","3,019","3,052","3,067","3,035","2,967","2,909","2,854","2,767","2,681","2,619","2,657","2,639","2,637","2,533","2,459","2,316","2,181","2,077","1,934","1,768","1,596","1,451"
394352,94,"Augusta, GA",Msa,GA,"3,798","3,711","3,786","3,875","3,983","4,014","4,022","3,994","3,933","3,858","3,758","3,633","3,565","3,551","3,653","3,704","3,797","3,911","4,036","4,095","4,096","4,042","3,867","3,634","3,488","3,498","3,553","3,442","3,299","3,054","2,959","2,792","2,687","2,544","2,379","2,224","2,109","2,043"
394666,96,"Harrisburg, PA",Msa,PA,"2,800","2,565","2,600","2,731","2,907","3,011","3,051","3,057","2,994","2,919","2,753","2,531","2,287","2,120","2,129","2,243","2,445","2,611","2,691","2,705","2,696","2,692","2,619","2,448","2,261","2,103","2,021","1,827","1,830","1,915","2,094","2,082","1,941","1,836","1,675","1,505","1,366","1,265"
395006,100,"Provo, UT",Msa,UT,"1,845","1,730","1,805","2,044","2,520","2,952","3,242","3,369","3,384","3,464","3,496","3,434","3,299","3,176","3,307","3,515","3,845","4,093","4,231","4,314","4,228","4,150","3,895","3,562","3,243","3,018","3,133","3,313","3,669","3,722","3,558","3,159","2,814","2,575","2,220","1,846","1,495","1,245"
394602,159,"Fort Collins, CO",Msa,CO,"2,297","2,127","2,256","2,512","2,861","3,116","3,346","3,451","3,445","3,466","3,396","3,181","2,822","2,564","2,623","2,871","3,265","3,372","3,376","3,240","3,243","3,153","2,939","2,629","2,422","2,293","2,350","2,353","2,603","2,824","3,032","2,970","2,908","2,767","2,518","2,158","1,886","1,793"
